x,y,z
-38.6279,149.452,6.95114
-39.4947,149.451,7.06185
-40.3614,149.452,6.95114
-41.1235,149.452,6.61899
-52.6123,163.948,-18.2426
-52.611,154.094,-18.7006
-53.5117,154.093,-18.5914
-53.4271,163.947,-18.1047
-52.2976,163.948,-18.2698
-46.9113,166.068,24.1243
-46.9106,159.215,24.6026
-46.0008,159.214,24.099
-46.0785,166.067,23.7198
-21.8195,-3.23822,-37.443
-22.1268,0.245663,-40.1703
-22.2266,-2.51806,-36.9047
-21.6007,-0.24908,-40.9535
-23.0775,0.245663,-40.1703
-22.9777,-2.51806,-36.9047
-23.6036,-0.24908,-40.9535
-23.3848,-3.23822,-37.443
-23.1289,-0.734672,-41.7384
-23.0096,-3.95021,-37.9848
-22.0754,-0.734672,-41.7384
-22.1947,-3.95021,-37.9848
-22.0571,3.62853,-42.2791
-21.4473,3.37916,-43.2189
-23.1472,3.62853,-42.2791
-23.757,3.37916,-43.2189
-23.2129,3.13576,-44.1591
-21.9914,3.13576,-44.1591
-22.0321,7.29986,-43.0076
-21.392,7.29986,-44.0013
-23.1722,7.29986,-43.0076
-23.8123,7.29986,-44.0013
-23.2432,7.29986,-44.9949
-21.9611,7.29986,-44.9949
-22.0413,19.0999,-42.9147
-21.4028,19.0999,-44.0249
-23.163,19.0999,-42.9147
-23.8015,19.0999,-44.0249
-23.2419,19.0999,-45.1352
-21.9624,19.0999,-45.1352
-22.0413,26.4567,-42.9146
-21.4028,26.4567,-44.0249
-23.163,26.4567,-42.9146
-23.8015,26.4567,-44.0249
-23.2419,26.4567,-45.1352
-21.9624,26.4567,-45.1352
-22.0413,33.8134,-42.9147
-21.4028,33.8134,-44.0249
-23.163,33.8134,-42.9147
-23.8015,33.8134,-44.0249
-23.2419,33.8134,-45.1352
-21.9624,33.8134,-45.1352
-22.0413,41.1702,-42.9147
-21.4028,41.1702,-44.0249
-23.163,41.1702,-42.9147
-23.8015,41.1702,-44.0249
-23.2419,41.1702,-45.1352
-21.9624,41.1702,-45.1352
-22.0413,48.527,-42.9147
-21.4028,48.527,-44.0249
-23.163,48.527,-42.9147
-23.8015,48.527,-44.0249
-23.2419,48.527,-45.1352
-21.9624,48.527,-45.1352
-22.0413,55.8837,-42.9147
-21.4028,55.8837,-44.0249
-23.163,55.8837,-42.9147
-23.8016,55.8837,-44.0249
-23.2419,55.8837,-45.1352
-21.9624,55.8837,-45.1352
-22.0413,63.2405,-42.9147
-21.4028,63.2405,-44.0249
-23.163,63.2405,-42.9147
-23.8015,63.2405,-44.0249
-23.2419,63.2405,-45.1352
-21.9624,63.2405,-45.1352
-22.6021,-3.23822,-37.443
-22.6021,63.2405,-44.0249
-56.6646,-2.51806,-36.9047
-56.7644,0.245658,-40.1703
-57.0717,-3.23822,-37.443
-57.2905,-0.249081,-40.9535
-55.9135,-2.51806,-36.9047
-55.8138,0.245658,-40.1703
-55.5064,-3.23822,-37.443
-55.2876,-0.249081,-40.9535
-55.8816,-3.95021,-37.9848
-55.7623,-0.734673,-41.7384
-56.6965,-3.95021,-37.9848
-56.8158,-0.734673,-41.7384
-56.8341,3.62852,-42.2791
-57.444,3.37916,-43.2189
-55.7441,3.62853,-42.2791
-55.1342,3.37915,-43.2189
-55.6784,3.13575,-44.1591
-56.8998,3.13576,-44.1591
-56.8592,7.29985,-43.0076
-57.4992,7.29985,-44.0013
-55.719,7.29985,-43.0076
-55.0789,7.29985,-44.0013
-55.6481,7.29985,-44.9949
-56.9301,7.29985,-44.9949
-56.8499,19.0999,-42.9147
-57.4885,19.0999,-44.0249
-55.7283,19.0999,-42.9147
-55.0897,19.0999,-44.0249
-55.6493,19.0999,-45.1352
-56.9288,19.0999,-45.1352
-56.8499,26.4567,-42.9146
-57.4885,26.4567,-44.0249
-55.7283,26.4567,-42.9146
-55.0897,26.4567,-44.0249
-55.6493,26.4567,-45.1352
-56.9288,26.4567,-45.1352
-56.8499,33.8134,-42.9147
-57.4885,33.8134,-44.0249
-55.7283,33.8134,-42.9147
-55.0897,33.8134,-44.0249
-55.6493,33.8134,-45.1352
-56.9288,33.8134,-45.1352
-56.8499,41.1702,-42.9147
-57.4885,41.1702,-44.0249
-55.7282,41.1702,-42.9147
-55.0897,41.1702,-44.0249
-55.6493,41.1702,-45.1352
-56.9288,41.1702,-45.1352
-56.8499,48.5269,-42.9147
-57.4885,48.5269,-44.0249
-55.7283,48.5269,-42.9147
-55.0897,48.5269,-44.0249
-55.6493,48.5269,-45.1352
-56.9288,48.5269,-45.1352
-56.8499,55.8837,-42.9147
-57.4885,55.8837,-44.0249
-55.7283,55.8837,-42.9147
-55.0897,55.8837,-44.0249
-55.6493,55.8837,-45.1352
-56.9288,55.8837,-45.1352
-56.8499,63.2405,-42.9147
-57.4885,63.2405,-44.0249
-55.7283,63.2405,-42.9147
-55.0897,63.2405,-44.0249
-55.6493,63.2405,-45.1352
-56.9288,63.2405,-45.1352
-56.2891,-3.23822,-37.443
-56.2891,63.2405,-44.0249
-37.9374,61.6896,20.2599
-40.7428,61.6826,20.2599
-40.7428,61.6826,21.121
-37.9374,61.6896,21.121
-42.1396,59.2497,20.2599
-42.1396,59.2497,21.121
-40.7309,56.8236,20.2599
-40.7309,56.8236,21.121
-37.9255,56.8305,20.2599
-37.9255,56.8305,21.121
-36.5288,59.2635,20.2599
-36.5288,59.2635,21.121
-40.1658,60.6888,22.9337
-38.5096,60.6929,22.9337
-40.9904,59.2525,22.9337
-40.1587,57.8202,22.9337
-38.5025,57.8243,22.9337
-37.678,59.2606,22.9337
-40.1658,60.6888,23.442
-38.5096,60.6929,23.442
-40.9904,59.2525,23.442
-40.1587,57.8202,23.442
-38.5025,57.8243,23.442
-37.678,59.2606,23.442
-40.1658,60.6888,23.9504
-38.5096,60.6929,23.9504
-40.9904,59.2525,23.9504
-40.1587,57.8202,23.9504
-38.5025,57.8243,23.9504
-37.678,59.2606,23.9504
-40.7428,63.2544,24.2175
-37.9374,63.2657,24.2175
-42.1396,59.2497,24.5651
-40.7309,55.2474,24.2175
-37.9255,55.2588,24.2175
-36.5288,59.2635,24.5651
-37.9459,65.3425,24.2175
-40.7513,65.3311,24.2175
-40.7513,65.3311,25.7738
-37.9459,65.3425,25.7738
-42.1396,59.2497,25.4262
-40.7428,63.2544,25.7738
-40.7309,55.2474,25.7738
-40.7227,53.2303,24.2175
-37.9173,53.2416,24.2175
-37.9173,53.2416,25.7738
-40.7227,53.2303,25.7738
-36.5288,59.2635,25.4262
-37.9255,55.2588,25.7738
-37.9374,63.2657,25.7738
-39.3342,59.2566,20.2599
-39.3342,59.2566,25.4262
-41.0655,59.252,25.0975
-41.0655,59.1552,24.9739
-43.9155,59.1552,24.9739
-43.9155,59.252,25.0975
-41.0655,58.9684,24.9776
-43.9155,58.9684,24.9776
-41.0655,58.8745,25.1049
-43.9155,58.8745,25.1049
-41.0655,58.9695,25.2321
-43.9155,58.9695,25.2321
-41.0655,59.1603,25.2284
-43.9155,59.1603,25.2284
-46.7655,59.1552,24.9739
-46.7655,59.252,25.0975
-46.7655,58.9684,24.9776
-46.7655,58.8745,25.1049
-46.7655,58.9695,25.2321
-46.7655,59.1603,25.2284
-49.6156,59.1552,24.9739
-49.6156,59.252,25.0975
-49.6156,58.9684,24.9776
-49.6156,58.8745,25.1049
-49.6156,58.9695,25.2321
-49.6156,59.1603,25.2284
-52.4656,59.1552,24.9739
-52.4656,59.252,25.0975
-52.4656,58.9684,24.9776
-52.4656,58.8745,25.1049
-52.4656,58.9695,25.2321
-52.4656,59.1603,25.2284
-55.3156,59.1552,24.9739
-55.3156,59.252,25.0975
-55.3156,58.9684,24.9776
-55.3156,58.8745,25.1049
-55.3156,58.9695,25.2321
-55.3156,59.1603,25.2284
-55.3572,62.5811,24.6348
-55.3572,64.6279,24.7661
-55.3572,58.5459,24.7011
-55.3572,56.4919,24.8994
-55.3572,58.5137,25.4392
-55.3572,62.6344,25.3714
-57.43,62.5811,24.6348
-57.43,64.6279,24.7661
-57.43,58.5459,24.7011
-57.43,56.4919,24.8994
-57.43,58.5137,25.4392
-57.43,62.6344,25.3714
-59.5027,62.5811,24.6348
-59.5027,64.6279,24.7661
-59.5027,58.5459,24.7011
-59.5027,56.4919,24.8994
-59.5027,58.5137,25.4392
-59.5027,62.6344,25.3714
-61.5755,62.5811,24.6348
-61.5755,64.6279,24.7661
-61.5755,58.5459,24.7011
-61.5755,56.4919,24.8994
-61.5755,58.5137,25.4392
-61.5755,62.6344,25.3714
-63.6482,62.5811,24.6348
-63.6482,64.6279,24.7661
-63.6482,58.5459,24.7011
-63.6482,56.4919,24.8994
-63.6482,58.5137,25.4392
-63.6482,62.6344,25.3714
-41.0655,59.0633,25.1036
-63.6482,60.5716,25.1047
-37.0595,59.0956,25.0975
-37.0595,59.1924,24.9739
-34.2095,59.1924,24.9739
-34.2095,59.0956,25.0975
-37.0595,59.3792,24.9776
-34.2095,59.3792,24.9776
-37.0595,59.4732,25.1049
-34.2095,59.4732,25.1049
-37.0595,59.3782,25.2321
-34.2095,59.3782,25.2321
-37.0595,59.1874,25.2284
-34.2095,59.1874,25.2284
-31.3595,59.1924,24.9739
-31.3595,59.0956,25.0975
-31.3595,59.3792,24.9776
-31.3595,59.4732,25.1049
-31.3595,59.3782,25.2321
-31.3595,59.1874,25.2284
-28.5094,59.1924,24.9739
-28.5094,59.0956,25.0975
-28.5094,59.3792,24.9776
-28.5094,59.4732,25.1049
-28.5094,59.3782,25.2321
-28.5094,59.1874,25.2284
-25.6594,59.1924,24.9739
-25.6594,59.0956,25.0975
-25.6594,59.3792,24.9776
-25.6594,59.4732,25.1049
-25.6594,59.3782,25.2321
-25.6594,59.1874,25.2284
-22.8094,59.1924,24.9739
-22.8094,59.0956,25.0975
-22.8094,59.3792,24.9776
-22.8094,59.4732,25.1049
-22.8094,59.3782,25.2321
-22.8094,59.1874,25.2284
-22.7678,55.7665,24.6348
-22.7678,53.7197,24.7661
-22.7678,59.8018,24.7011
-22.7678,61.8558,24.8994
-22.7678,59.834,25.4392
-22.7678,55.7133,25.3714
-20.695,55.7665,24.6348
-20.695,53.7197,24.7661
-20.695,59.8018,24.7011
-20.695,61.8558,24.8994
-20.695,59.834,25.4392
-20.695,55.7133,25.3714
-18.6223,55.7665,24.6348
-18.6223,53.7197,24.7661
-18.6223,59.8018,24.7011
-18.6223,61.8558,24.8994
-18.6223,59.834,25.4392
-18.6223,55.7133,25.3714
-16.5495,55.7665,24.6348
-16.5495,53.7197,24.7661
-16.5495,59.8018,24.7011
-16.5495,61.8558,24.8994
-16.5495,59.834,25.4392
-16.5495,55.7133,25.3714
-14.4768,55.7665,24.6348
-14.4768,53.7197,24.7661
-14.4768,59.8018,24.7011
-14.4768,61.8558,24.8994
-14.4768,59.834,25.4392
-14.4768,55.7133,25.3714
-37.0595,59.2843,25.1036
-14.4768,57.7761,25.1047
-40.4876,-27.3292,25.5303
-40.7709,-18.9283,25.5303
-41.9133,-27.3206,24.7961
-42.5143,-18.9179,24.7961
-37.637,-27.3466,25.4328
-37.2853,-18.9491,25.4328
-36.2333,-27.3551,24.6019
-35.5688,-18.9593,24.6019
-37.6939,-27.3462,24.5246
-37.3548,-18.9486,24.5246
-40.5091,-27.3291,24.9395
-40.7972,-18.9281,24.9395
-40.766,-10.529,25.5303
-42.5401,-10.5186,24.7961
-37.2187,-10.5498,25.4328
-35.4719,-10.5601,24.6019
-37.2895,-10.5494,24.5246
-40.7928,-10.5289,24.9395
-40.7601,-2.12979,25.5303
-42.5651,-2.1194,24.7961
-37.1513,-2.15059,25.4328
-35.3742,-2.16081,24.6019
-37.2233,-2.15016,24.5246
-40.7874,-2.12964,24.9395
-40.7533,6.26945,25.5303
-42.589,6.27986,24.7961
-37.0829,6.24866,25.4328
-35.2754,6.23842,24.6019
-37.1561,6.24908,24.5246
-40.781,6.26961,24.9395
-40.7455,14.6687,25.5303
-42.6121,14.6791,24.7961
-37.0135,14.6479,25.4328
-35.1757,14.6377,24.6019
-37.088,14.6483,24.5246
-40.7737,14.6688,24.9395
-40.7368,23.0679,25.5303
-42.6342,23.0783,24.7961
-36.9432,23.0471,25.4328
-35.0751,23.0369,24.6019
-37.0189,23.0475,24.5246
-40.7655,23.0681,24.9395
-40.7271,31.4672,25.5303
-42.6553,31.4776,24.7961
-36.872,31.4464,25.4328
-34.9735,31.4361,24.6019
-36.9489,31.4468,24.5246
-40.7563,31.4673,24.9395
-40.7165,39.8664,25.5303
-42.6755,39.8768,24.7961
-36.7998,39.8456,25.4328
-34.871,39.8354,24.6019
-36.8779,39.846,24.5246
-40.7461,39.8666,24.9395
-40.705,48.2657,25.5303
-42.6947,48.2761,24.7961
-37.4304,48.2485,25.4328
-36.4508,48.2434,24.6019
-37.4701,48.2487,24.5246
-40.735,48.2658,24.9395
-40.6925,56.6649,25.5303
-42.713,56.6753,24.7961
-37.3672,56.6478,25.4328
-36.3724,56.6427,24.6019
-37.4075,56.648,24.5246
-40.723,56.6651,24.9395
-39.0725,-27.3378,24.7475
-38.687,56.6546,24.7475
-38.2714,145.899,25.5303
-37.988,137.498,25.5303
-36.8457,145.891,24.7961
-36.2446,137.488,24.7961
-41.1219,145.917,25.4328
-41.4737,137.519,25.4328
-42.5256,145.925,24.6019
-43.1901,137.529,24.6019
-41.065,145.916,24.5246
-41.4041,137.519,24.5246
-38.2498,145.899,24.9395
-37.9617,137.498,24.9395
-37.9929,129.099,25.5303
-36.2188,129.089,24.7961
-41.5402,129.12,25.4328
-43.287,129.13,24.6019
-41.4694,129.119,24.5246
-37.9661,129.099,24.9395
-37.9988,120.7,25.5303
-36.1939,120.689,24.7961
-41.6076,120.721,25.4328
-43.3848,120.731,24.6019
-41.5356,120.72,24.5246
-37.9716,120.7,24.9395
-38.0056,112.301,25.5303
-36.1699,112.29,24.7961
-41.676,112.321,25.4328
-43.4835,112.332,24.6019
-41.6028,112.321,24.5246
-37.9779,112.3,24.9395
-38.0134,103.901,25.5303
-36.1469,103.891,24.7961
-41.7454,103.922,25.4328
-43.5832,103.932,24.6019
-41.6709,103.922,24.5246
-37.9852,103.901,24.9395
-38.0221,95.5021,25.5303
-36.1248,95.4917,24.7961
-41.8157,95.5229,25.4328
-43.6838,95.5331,24.6019
-41.74,95.5225,24.5246
-37.9935,95.5019,24.9395
-38.0318,87.1029,25.5303
-36.1036,87.0924,24.7961
-41.8869,87.1237,25.4328
-43.7854,87.1339,24.6019
-41.81,87.1232,24.5246
-38.0027,87.1027,24.9395
-38.0424,78.7036,25.5303
-36.0834,78.6932,24.7961
-41.9591,78.7244,25.4328
-43.8879,78.7346,24.6019
-41.881,78.724,24.5246
-38.0128,78.7035,24.9395
-38.054,70.3044,25.5303
-36.0642,70.294,24.7961
-41.3286,70.3215,25.4328
-42.3081,70.3266,24.6019
-41.2889,70.3213,24.5246
-38.0239,70.3042,24.9395
-38.0665,61.9051,25.5303
-36.0459,61.8947,24.7961
-41.3918,61.9222,25.4328
-42.3865,61.9274,24.6019
-41.3514,61.922,24.5246
-38.036,61.905,24.9395
-39.6864,145.908,24.7475
-40.072,61.9154,24.7475
-35.0998,156.095,5.20131
-35.4401,156.141,5.2003
-35.3475,157.175,8.29066
-35.0072,157.122,8.29229
-35.5932,155.016,5.22483
-35.6858,154.719,8.36603
-35.2529,154.97,5.22585
-35.3455,154.666,8.36767
-35.3579,157.746,15.111
-35.0176,157.693,15.1137
-35.6755,155.097,15.244
-35.3351,155.045,15.2466
-35.3059,157.838,20.0787
-34.9656,157.798,20.0812
-35.7274,155.366,20.2463
-35.3871,155.326,20.2488
-35.3224,157.468,24.6815
-34.9821,157.431,24.6844
-35.7109,155.695,25.2447
-35.3706,155.658,25.2476
-35.3465,155.555,5.21306
-35.3465,156.815,25.1566
-35.0998,154.92,3.66235
-35.4401,154.874,3.66336
-35.3475,153.84,0.572984
-35.0072,153.893,0.571358
-35.5932,155.999,3.63882
-35.6858,156.296,0.497603
-35.2529,156.045,3.63781
-35.3455,156.349,0.495985
-35.3579,153.269,-6.24738
-35.0175,153.322,-6.25002
-35.6755,155.918,-6.38033
-35.3352,155.97,-6.38295
-35.3059,153.177,-11.215
-34.9656,153.217,-11.2176
-35.7274,155.649,-11.3826
-35.3871,155.689,-11.3852
-35.3224,153.547,-15.8178
-34.9821,153.583,-15.8208
-35.711,155.319,-16.381
-35.3706,155.356,-16.3839
-35.3465,155.46,3.65057
-35.3465,154.2,-16.2929
-37.715,156.087,5.44081
-36.2145,156.041,5.44081
-37.715,156.66,4.44849
-36.2145,156.568,4.44849
-37.715,154.941,5.44081
-36.2145,154.987,5.44081
-37.715,154.368,4.44849
-36.2145,154.46,4.44849
-37.715,154.941,3.45618
-36.2145,154.987,3.45618
-37.715,156.087,3.45618
-36.2145,156.041,3.45618
-34.7139,155.995,5.44081
-34.7139,156.476,4.44849
-34.7139,155.033,5.44081
-34.7139,154.551,4.44849
-34.7139,155.033,3.45618
-34.7139,155.995,3.45618
-37.715,155.514,4.44849
-34.7139,155.514,4.44849
